DTYYYYMMDD,OPEN,HIGH,LOW,CLOSE,VOL,OPENINT,OPENINT,OPENINT
20100214,11696.4,11760.9,11696.4,11760,83930214,1.51E+11,5903,11694.1
20100216,11786,11826.5,11782.6,11789.7,117257984,2.60E+11,8909,11760
20100217,11787.7,11787.7,11774.2,11774.2,108357032,2.44E+11,8528,11789.7
20100220,11777.5,11822.3,11777.5,11819,112804664,2.29E+11,7323,11774.2
20100221,11834,11931.4,11834,11929,112394672,2.67E+11,7913,11819
20100222,11950.4,12008.6,11950.4,12008.6,245334910,4.99E+11,13844,11929
20100223,12027.5,12028,12010.2,12010.2,164816248,3.96E+11,9912,12008.6
20100224,12004.8,12004.8,11991.6,11993.2,99471983,2.16E+11,8493,12010.2
20100227,11982.9,11982.9,11962.8,11963.5,75002420,1.75E+11,7080,11993.2
20100228,11977.9,12015,11977.9,12009,89157986,2.17E+11,7588,11963.5
20100301,12018.6,12052.9,12018.6,12048.9,77879058,1.88E+11,7228,12009
20100302,12071,12116.1,12071,12111.1,120970786,2.24E+11,9411,12048.9
20100303,12131,12140.1,12126.3,12133.4,90952002,2.13E+11,7620,12111.1
20100306,12168.9,12222.7,12168.9,12221.3,133647392,2.90E+11,9358,12133.4
20100307,12249.8,12254.8,12243.3,12248.9,122545567,2.70E+11,10109,12221.3
20100308,12266.5,12308.5,12266.5,12307.2,120332765,2.83E+11,9100,12248.9
20100309,12324,12429.1,12324,12429.1,175430903,3.70E+11,11719,12307.2
20100310,12444.7,12456,12444.7,12446.8,100725271,2.30E+11,8910,12429.1
20100313,12443.3,12451.1,12440.4,12440.5,139623330,2.86E+11,11031,12446.8
20100314,12446.9,12581.3,12446.9,12549.1,138358014,3.03E+11,10501,12440.5
20100315,12551.8,12568.3,12533.5,12533.6,156932283,3.22E+11,9182,12549.1
20100316,12534.1,12534.1,12499.7,12499.7,87984066,2.15E+11,7173,12533.6
20100317,12502.9,12537.5,12502.7,12536.7,118551848,2.54E+11,8042,12499.7
20100327,12548.8,12614.5,12548.8,12613.9,45137686,1.18E+11,3093,12536.7
20100328,12625.5,12732.8,12625.5,12732.1,75566726,1.67E+11,5579,12613.9
20100329,12761.6,12823.9,12761.6,12823.9,90322846,2.39E+11,6751,12732.1
20100330,12831.6,12867.4,12831.6,12867,88019656,2.26E+11,7877,12823.9
20100331,12873.7,12945,12873.7,12945,100122918,2.43E+11,8436,12867
20100403,12959.8,13136.6,12959.8,13135.7,151297167,3.28E+11,10286,12945
20100404,13206.5,13336.9,13206.5,13320.1,291708936,6.58E+11,15598,13135.7
20100405,13324.9,13345.5,13317,13317,118231483,2.56E+11,9453,13320.1
20100406,13328.9,13476.5,13328.9,13476.5,183605885,4.03E+11,12909,13317
20100407,13519.2,13695.5,13519.2,13681.2,156520504,4.04E+11,11179,13476.5
20100410,13729.2,13780.7,13729.2,13754,215372090,4.70E+11,13004,13681.2
20100411,13779.1,13821.8,13779.1,13802.6,153871646,3.71E+11,11310,13754
20100412,13874,13876,13826.5,13832.8,193265941,5.63E+11,12645,13802.6
20100413,13894.1,13928.4,13870,13904,227328739,6.17E+11,13578,13832.8
20100414,13941.6,13943,13903.4,13903.4,450335597,1.39E+12,22578,13904
20100417,13888.2,13888.2,13815.7,13815.7,153860325,5.63E+11,10488,13903.4
20100418,13833.3,13935,13833.3,13935,244055317,6.01E+11,13516,13815.7
20100419,14015.5,14140.4,14015.5,14138.3,246656910,6.18E+11,14478,13935
20100420,14209.8,14228.5,14185.7,14185.7,278185550,7.86E+11,15521,14138.3
20100421,14206.2,14206.2,14128.6,14129.2,323697533,9.77E+11,18903,14185.7
20100424,14115.5,14119.8,14079.8,14079.9,156980133,5.01E+11,10262,14129.2
